"parentTconst";"seasonNumber";"episodeNumber";"title_basics_titleBasicsId"
446612;0;0;524012
446612;0;0;524013
446612;0;0;524014
446612;0;0;524015
446612;0;0;524016
446612;0;0;524017
446612;0;0;524018
446612;0;0;524019
446612;0;0;524020
446612;0;0;524021
446612;0;0;524022
446612;0;0;524023
446612;0;0;524024
211948;0;0;524025
211948;0;0;524026
264225;1;10;524027
264225;1;12;524028
421030;1;12;524029
421030;1;9;524030
421030;1;4;524031
421030;1;7;524032
421030;1;3;524033
421030;1;1;524034
421030;1;6;524035
421030;1;5;524036
421030;1;2;524037
421030;1;11;524038
297500;1;1;524039
297500;1;10;524040
297500;1;11;524041
297500;1;12;524042
297500;1;13;524043
297500;1;2;524044
297500;1;3;524045
297500;1;4;524046
297500;1;5;524047
297500;1;6;524048
297500;1;7;524049
297500;1;8;524050
297500;1;9;524051
297504;1;1;524052
297504;1;10;524053
297504;1;11;524054
297504;1;2;524055
297504;1;3;524056
297504;1;4;524057
297504;1;5;524058
297504;1;6;524059
297504;1;7;524060
297504;1;8;524061
297504;1;9;524062
297500;2;0;524063
297500;2;1;524064
297500;2;2;524065
297500;2;3;524066
297500;2;4;524067
297500;2;5;524068
297500;2;6;524069
297500;2;7;524070
297500;2;8;524071
297500;0;0;524072
103364;1;3;524073
103364;1;5;524074
103364;1;6;524075
103364;1;1;524076
103364;1;7;524077
103364;1;4;524078
49998;1;2;524079
49998;1;3;524080
49998;1;4;524081
49998;1;7;524082
49998;1;18;524083
49998;1;15;524084
49998;1;19;524085
49998;1;20;524086
49998;1;23;524087
49998;1;24;524088
245604;1;1;524089
245604;1;10;524090
245604;1;11;524091
245604;1;12;524092
245604;1;13;524093
245604;1;14;524094
245604;1;15;524095
245604;1;16;524096
245604;1;17;524097
245604;1;18;524098
245604;1;19;524099
245604;1;2;524100
245604;1;20;524101
245604;1;21;524102
245604;1;22;524103
245604;1;23;524104
245604;1;24;524105
245604;1;25;524106
245604;1;26;524107
245604;1;27;524108
245604;1;28;524109
245604;1;3;524110
245604;1;4;524111
245604;1;5;524112
245604;1;6;524113
245604;1;7;524114
245604;1;8;524115
245604;1;9;524116
245604;2;1;524117
245604;2;10;524118
245604;2;14;524119
245604;2;18;524120
245604;2;19;524121
245604;2;2;524122
245604;2;20;524123
245604;2;21;524124
245604;2;3;524125
245604;2;4;524126
245604;2;5;524127
245604;2;6;524128
245604;2;7;524129
245604;2;8;524130
245604;2;9;524131
481437;1;5;524132
481437;1;9;524133
481437;1;6;524134
481437;1;3;524135
481437;1;4;524136
481437;1;2;524137
481437;1;8;524138
78572;1;1;524139
78572;1;2;524140
78572;1;3;524141
80199;1;1;524142
80199;1;10;524143
80199;1;11;524144
80199;1;2;524145
80199;1;3;524146
80199;1;4;524147
80199;1;5;524148
80199;1;6;524149
80199;1;7;524150
80199;1;8;524151
80199;1;9;524152
118270;2;5;524153
118270;1;10;524154
118270;1;32;524155
118270;1;20;524156
118270;1;9;524157
118270;1;37;524158
118270;2;11;524159
118270;1;27;524160
118270;1;11;524161
118270;1;38;524162
118270;1;31;524163
118270;1;24;524164
118270;2;7;524165
118270;1;25;524166
118270;1;33;524167
118270;1;6;524168
118270;0;0;524169
118270;1;5;524170
118270;1;28;524171
118270;1;4;524172
118270;1;22;524173
118270;1;39;524174
118270;2;1;524175
118270;1;8;524176
118270;1;19;524177
118270;1;17;524178
118270;2;12;524179
118270;1;13;524180
118270;1;2;524181
118270;1;7;524182
118270;1;21;524183
118270;1;40;524184
118270;1;34;524185
118270;2;10;524186
118270;2;8;524187
118270;1;16;524188
118270;2;3;524189
118270;1;12;524190
118270;1;36;524191
118270;2;9;524192
118270;1;3;524193
118270;2;2;524194
118270;1;1;524195
118270;1;23;524196
118270;1;30;524197
118270;2;4;524198
118270;1;26;524199
118270;2;6;524200
118270;1;18;524201
118270;2;13;524202
118270;1;35;524203
118270;1;29;524204
256547;1;13;524205
256547;1;4;524206
256547;1;21;524207
256547;1;18;524208
256547;1;20;524209
256547;0;0;524210
256547;1;9;524211
256547;1;10;524212
256547;1;7;524213
256547;1;17;524214
256547;1;0;524215
256547;1;5;524216
256547;1;16;524217
256547;1;6;524218
256547;1;11;524219
256547;1;19;524220
256547;1;22;524221
256547;1;1;524222
338584;2;5;524223
41007;1;4;524224
41007;5;40;524225
41007;8;12;524226
41007;4;1;524227
41007;4;10;524228
41007;7;13;524229
41007;2;10;524230
41007;1;2;524231
41007;8;9;524232
41007;4;16;524233
41007;3;20;524234
41007;5;1;524235
41007;8;4;524236
41007;3;19;524237
472241;0;0;524238
472241;0;0;524239
472241;0;0;524240
472241;0;0;524241
472241;0;0;524242
472241;0;0;524243
472241;0;0;524244
472241;0;0;524245
472241;0;0;524246
472241;0;0;524247
472241;0;0;524248
472241;0;0;524249
472241;0;0;524250
472241;0;0;524251
472241;0;0;524252
472241;0;0;524253
472241;0;0;524254
472241;0;0;524255
472241;0;0;524256
472241;0;0;524257
472241;0;0;524258
472241;0;0;524259
472241;0;0;524260
472241;0;0;524261
472241;0;0;524262
472241;0;0;524263
472241;0;0;524264
472241;0;0;524265
472241;0;0;524266
472241;0;0;524267
472241;0;0;524268
472241;0;0;524269
472241;0;0;524270
472241;0;0;524271
472241;0;0;524272
472241;0;0;524273
472241;0;0;524274
472241;0;0;524275
472241;0;0;524276
472241;0;0;524277
472241;0;0;524278
472241;0;0;524279
472241;0;0;524280
472241;0;0;524281
472241;0;0;524282
472241;0;0;524283
472241;0;0;524284
472241;0;0;524285
374366;1;1;524286
374366;1;13;524287
374366;1;16;524288
374366;1;21;524289
374366;1;6;524290
374366;2;1;524291
374366;2;10;524292
374366;2;11;524293
374366;2;12;524294
374366;2;13;524295
374366;2;14;524296
374366;2;15;524297
374366;2;16;524298
374366;2;17;524299
374366;2;18;524300
374366;2;2;524301
374366;2;20;524302
374366;2;4;524303
374366;2;5;524304
374366;2;6;524305
374366;2;7;524306
374366;2;8;524307
374366;2;9;524308
42083;3;32;524309
42083;6;30;524310
42083;5;7;524311
42083;6;4;524312
42083;5;2;524313
42083;5;17;524314
42083;5;1;524315
42083;1;1;524316
178126;1;1;524317
178126;1;2;524318
178126;1;3;524319
178126;1;5;524320
178126;2;2;524321
398423;1;1;524322
58791;3;23;524323
58791;2;13;524324
58791;3;3;524325
58791;3;9;524326
58791;4;20;524327
58791;4;10;524328
58791;1;18;524329
58791;4;18;524330
58791;3;2;524331
58791;1;21;524332
58791;1;3;524333
58791;2;18;524334
58791;2;23;524335
58791;1;17;524336
58791;1;26;524337
58791;2;4;524338
58791;2;30;524339
58791;2;24;524340
58791;4;24;524341
58791;2;15;524342
58791;2;29;524343
58791;3;17;524344
58791;4;5;524345
58791;3;24;524346
58791;2;19;524347
58791;1;9;524348
58791;3;10;524349
58791;3;11;524350
58791;3;20;524351
58791;1;23;524352
58791;4;25;524353
58791;1;2;524354
58791;3;12;524355
58791;3;7;524356
58791;1;24;524357
58791;4;7;524358
58791;1;6;524359
58791;2;14;524360
58791;4;12;524361
58791;2;17;524362
58791;4;1;524363
58791;1;25;524364
58791;3;1;524365
58791;4;14;524366
58791;3;14;524367
58791;1;15;524368
58791;3;6;524369
58791;2;12;524370
58791;1;30;524371
58791;2;2;524372
58791;2;3;524373
58791;4;17;524374
58791;2;1;524375
58791;3;18;524376
58791;1;8;524377
58791;3;5;524378
58791;3;13;524379
58791;1;12;524380
58791;1;1;524381
58791;2;25;524382
58791;4;26;524383
58791;4;3;524384
58791;2;5;524385
58791;3;22;524386
58791;4;4;524387
58791;3;25;524388
58791;3;19;524389
58791;2;27;524390
58791;2;7;524391
58791;1;19;524392
58791;4;16;524393
58791;4;21;524394
58791;1;14;524395
58791;3;15;524396
58791;3;26;524397
58791;1;22;524398
58791;3;8;524399
58791;3;21;524400
58791;3;16;524401
58791;2;10;524402
58791;1;13;524403
58791;2;21;524404
58791;1;16;524405
58791;2;11;524406
58791;4;6;524407
58791;2;28;524408
58791;4;8;524409
58791;2;9;524410
58791;2;6;524411
58791;1;28;524412
58791;1;10;524413
58791;1;5;524414
58791;4;22;524415
58791;2;22;524416
58791;4;11;524417
58791;4;9;524418
58791;1;27;524419
58791;4;19;524420
58791;4;15;524421
58791;2;20;524422
58791;2;8;524423
58791;1;11;524424
58791;1;4;524425
58791;4;2;524426
58791;3;4;524427
58791;4;13;524428
58791;4;23;524429
58791;1;29;524430
58791;2;26;524431
58791;1;20;524432
58791;2;16;524433
58791;1;7;524434
189392;2;9;524435
189392;3;5;524436
189392;2;5;524437
189392;3;13;524438
189392;3;7;524439
189392;1;17;524440
189392;2;11;524441
189392;1;3;524442
189392;2;19;524443
189392;1;4;524444
189392;2;22;524445
189392;2;3;524446
189392;3;12;524447
189392;1;21;524448
189392;3;2;524449
189392;2;18;524450
189392;1;15;524451
189392;2;17;524452
189392;1;11;524453
189392;2;2;524454
189392;1;22;524455
189392;1;19;524456
189392;3;6;524457
189392;2;1;524458
189392;3;3;524459
189392;2;8;524460
189392;1;14;524461
189392;1;12;524462
189392;2;14;524463
189392;2;15;524464
189392;1;9;524465
189392;3;9;524466
189392;1;1;524467
189392;3;11;524468
189392;2;12;524469
189392;3;8;524470
189392;1;18;524471
189392;2;21;524472
189392;1;10;524473
189392;3;1;524474
189392;3;4;524475
189392;3;18;524476
189392;3;20;524477
189392;1;8;524478
189392;1;2;524479
189392;3;14;524480
189392;1;20;524481
189392;2;7;524482
189392;2;4;524483
189392;2;13;524484
189392;1;6;524485
189392;2;6;524486
189392;1;13;524487
189392;1;16;524488
189392;2;20;524489
189392;3;16;524490
189392;3;19;524491
189392;1;5;524492
126147;1;1;524493
126147;1;10;524494
126147;1;2;524495
126147;1;4;524496
126147;1;6;524497
126147;1;8;524498
126147;1;9;524499
126147;2;1;524500
126147;2;10;524501
126147;2;2;524502
126147;2;3;524503
126147;2;4;524504
126147;2;6;524505
126147;2;8;524506
42084;1;10;524507
42084;1;26;524508
42084;2;6;524509
42084;2;4;524510
147751;2;5;524511
147751;2;11;524512
147751;2;10;524513
147751;2;3;524514
147751;2;9;524515
147751;1;5;524516
476914;1;1;524517
476914;1;2;524518
476914;1;3;524519
476914;1;4;524520
476914;1;5;524521
476914;1;6;524522
476914;2;1;524523
476914;2;2;524524
476914;2;3;524525
461073;0;0;524526
461073;0;0;524527
461073;0;0;524528
461073;0;0;524529
461073;0;0;524530
461073;0;0;524531
461073;1;1;524532
391582;1;1;524533
391582;1;10;524534
391582;1;11;524535
391582;1;12;524536
391582;1;13;524537
391582;1;14;524538
391582;1;15;524539
391582;1;16;524540
391582;1;17;524541
391582;1;2;524542
391582;1;3;524543
391582;1;5;524544
391582;1;6;524545
391582;1;7;524546
391582;1;8;524547
391582;1;9;524548
344625;1;12;524549
344625;1;13;524550
344625;1;3;524551
344625;1;4;524552
344625;1;8;524553
413542;4;4;524554
147752;1;5;524555
147752;1;10;524556
147752;2;7;524557
147752;2;8;524558
147752;2;9;524559
147752;2;36;524560
147752;3;1;524561
147752;3;2;524562
147752;2;13;524563
147752;3;5;524564
147752;1;13;524565
147752;2;39;524566
147752;3;8;524567
147752;2;21;524568
147752;2;26;524569
147752;3;6;524570
147752;2;30;524571
147752;2;15;524572
147752;2;4;524573
147752;1;2;524574
147752;1;3;524575
147752;3;3;524576
337537;1;13;524577
268067;1;1;524578
268067;1;13;524579
268067;1;12;524580
365986;0;0;524581
479608;0;0;524582
479608;0;0;524583
479608;0;0;524584
479608;0;0;524585
479608;0;0;524586
479608;0;0;524587
479608;0;0;524588
479608;0;0;524589
103365;1;2;524590
103365;1;6;524591
103365;1;1;524592
103365;1;5;524593
103365;1;7;524594
278171;1;1;524595
278171;1;2;524596
63871;1;13;524597
63871;2;15;524598
63871;1;20;524599
63871;1;23;524600
63871;1;6;524601
63871;1;17;524602
63871;2;17;524603
63871;2;12;524604
63871;2;14;524605
63871;2;22;524606
63871;1;16;524607
63871;1;1;524608
63871;2;19;524609
63871;2;6;524610
63871;2;25;524611
63871;2;5;524612
63871;2;13;524613
63871;2;23;524614
63871;1;24;524615
63871;2;18;524616
63871;1;25;524617
63871;1;7;524618
63871;2;20;524619
63871;2;16;524620
56741;2;6;524621
56741;1;8;524622
335625;0;0;524623
173528;2;3;524624
173528;1;5;524625
173528;2;4;524626
173528;1;7;524627
173528;1;3;524628
173528;5;14;524629
173528;2;6;524630
173528;4;19;524631
173528;1;13;524632
173528;4;16;524633
173528;5;6;524634
173528;5;20;524635
173528;4;7;524636
173528;2;5;524637
173528;4;14;524638
173528;2;2;524639
84987;18;12;524640
84987;18;13;524641
84987;18;14;524642
84987;18;15;524643
84987;18;16;524644
84987;18;17;524645
84987;18;18;524646
84987;18;19;524647
84987;18;20;524648
84987;18;21;524649
84987;18;22;524650
84987;18;23;524651
84987;18;24;524652
84987;18;25;524653
84987;18;26;524654
84987;18;27;524655
84987;18;28;524656
84987;18;29;524657
84987;18;30;524658
84987;18;31;524659
84987;18;32;524660
84987;18;33;524661
84987;18;34;524662
84987;18;35;524663
84987;18;36;524664
84987;18;37;524665
84987;18;38;524666
84987;18;39;524667
84987;18;40;524668
84987;18;41;524669
84987;18;42;524670
84987;18;43;524671
84987;18;44;524672
84987;18;45;524673
84987;18;46;524674
84987;18;47;524675
84987;18;48;524676
84987;18;49;524677
84987;18;50;524678
84987;18;51;524679
84987;18;52;524680
84987;18;53;524681
84987;18;54;524682
84987;18;55;524683
84987;18;56;524684
84987;18;57;524685
84987;18;58;524686
84987;18;59;524687
84987;18;60;524688
84987;18;61;524689
84987;18;62;524690
84987;18;63;524691
84987;18;64;524692
84987;18;65;524693
84987;18;66;524694
84987;18;67;524695
84987;18;68;524696
84987;18;69;524697
84987;18;70;524698
84987;18;71;524699
84987;18;72;524700
84987;18;73;524701
84987;18;74;524702
84987;18;75;524703
84987;18;76;524704
84987;18;77;524705
84987;18;78;524706
84987;18;79;524707
84987;18;80;524708
84987;18;81;524709
84987;18;82;524710
84987;18;83;524711
84987;18;84;524712
84987;18;85;524713
84987;18;86;524714
84987;19;1;524715
84987;19;2;524716
84987;19;3;524717
84987;19;4;524718
84987;19;5;524719
84987;19;6;524720
84987;19;7;524721
84987;19;8;524722
84987;19;9;524723
84987;19;10;524724
84987;19;11;524725
84987;19;12;524726
84987;19;13;524727
84987;19;14;524728
84987;19;15;524729
84987;19;16;524730
84987;19;17;524731
84987;19;18;524732
84987;19;19;524733
84987;19;20;524734
84987;19;21;524735
84987;19;22;524736
84987;19;23;524737
84987;19;24;524738
84987;19;25;524739
84987;19;26;524740
84987;19;27;524741
84987;19;28;524742
84987;19;29;524743
84987;19;30;524744
84987;19;31;524745
84987;19;32;524746
84987;19;33;524747
84987;19;34;524748
84987;19;35;524749
84987;19;36;524750
84987;19;37;524751
84987;19;38;524752
84987;19;39;524753
84987;19;40;524754
84987;19;41;524755
84987;19;42;524756
84987;19;43;524757
84987;19;44;524758
84987;19;45;524759
84987;19;46;524760
84987;19;47;524761
84987;19;48;524762
84987;19;49;524763
84987;19;50;524764
84987;19;51;524765
84987;19;52;524766
84987;19;53;524767
84987;19;54;524768
84987;19;55;524769
84987;19;56;524770
84987;19;57;524771
84987;19;58;524772
84987;19;59;524773
84987;19;60;524774
84987;19;61;524775
84987;19;62;524776
84987;19;63;524777
84987;19;64;524778
84987;19;65;524779
84987;19;66;524780
84987;19;67;524781
84987;19;68;524782
84987;19;69;524783
84987;19;70;524784
84987;19;71;524785
84987;19;72;524786
84987;19;73;524787
84987;19;74;524788
84987;19;75;524789
84987;19;76;524790
84987;19;77;524791
84987;19;78;524792
84987;19;80;524793
84987;19;81;524794
84987;19;82;524795
84987;19;83;524796
84987;19;84;524797
84987;19;85;524798
84987;19;86;524799
84987;19;87;524800
84987;19;88;524801
84987;19;89;524802
84987;19;90;524803
84987;19;91;524804
84987;19;92;524805
84987;19;93;524806
84987;19;94;524807
84987;19;95;524808
84987;19;96;524809
84987;19;97;524810
84987;19;98;524811
84987;19;99;524812
84987;19;100;524813
84987;19;101;524814
84987;19;102;524815
84987;19;103;524816
84987;19;104;524817
84987;19;105;524818
84987;20;1;524819
84987;20;2;524820
84987;20;3;524821
84987;20;4;524822
84987;20;5;524823
84987;20;6;524824
84987;20;7;524825
84987;20;8;524826
84987;20;9;524827
84987;20;10;524828
84987;20;11;524829
84987;20;12;524830
84987;20;13;524831
84987;20;14;524832
84987;20;15;524833
84987;20;16;524834
84987;20;17;524835
84987;20;18;524836
84987;20;19;524837
84987;20;20;524838
84987;20;21;524839
84987;20;22;524840
84987;20;23;524841
84987;20;24;524842
84987;20;25;524843
84987;20;26;524844
84987;20;27;524845
84987;20;28;524846
84987;20;29;524847
84987;20;30;524848
84987;20;31;524849
84987;20;32;524850
84987;20;33;524851
84987;20;34;524852
84987;20;35;524853
84987;20;36;524854
84987;20;37;524855
84987;20;38;524856
84987;20;39;524857
84987;20;40;524858
84987;20;41;524859
84987;20;42;524860
84987;20;43;524861
84987;20;44;524862
84987;20;45;524863
84987;20;46;524864
84987;20;47;524865
84987;20;48;524866
84987;20;49;524867
84987;20;50;524868
84987;20;51;524869
84987;20;52;524870
84987;20;53;524871
84987;20;54;524872
84987;20;55;524873
84987;20;56;524874
84987;20;57;524875
84987;20;58;524876
84987;20;59;524877
84987;20;60;524878
84987;20;61;524879
84987;20;62;524880
84987;20;63;524881
84987;20;64;524882
84987;20;65;524883
84987;20;66;524884
84987;20;67;524885
84987;20;68;524886
84987;20;69;524887
84987;20;70;524888
84987;20;71;524889
84987;20;72;524890
84987;20;73;524891
84987;20;74;524892
84987;20;75;524893
84987;20;76;524894
84987;20;77;524895
84987;20;78;524896
84987;20;79;524897
84987;20;80;524898
84987;20;81;524899
84987;20;82;524900
84987;20;83;524901
84987;20;84;524902
84987;20;85;524903
84987;20;86;524904
84987;20;87;524905
84987;20;88;524906
84987;20;89;524907
84987;20;90;524908
84987;20;91;524909
84987;20;92;524910
84987;20;93;524911
84987;20;94;524912
84987;21;1;524913
84987;21;2;524914
84987;21;3;524915
84987;21;4;524916
84987;21;5;524917
84987;21;6;524918
84987;21;7;524919
84987;21;8;524920
84987;21;9;524921
84987;21;10;524922
84987;21;11;524923
84987;21;12;524924
84987;21;13;524925
84987;21;14;524926
84987;21;15;524927
84987;21;16;524928
84987;21;17;524929
84987;21;18;524930
84987;21;19;524931
84987;21;20;524932
84987;21;21;524933
84987;21;22;524934
84987;21;23;524935
84987;21;24;524936
84987;21;25;524937
84987;21;26;524938
84987;21;27;524939
84987;21;28;524940
84987;21;29;524941
84987;21;30;524942
84987;21;31;524943
84987;21;32;524944
84987;21;33;524945
84987;21;34;524946
84987;21;35;524947
84987;21;36;524948
84987;21;37;524949
84987;21;38;524950
84987;21;39;524951
84987;21;40;524952
84987;21;41;524953
84987;21;42;524954
84987;21;43;524955
84987;21;44;524956
84987;21;45;524957
84987;21;46;524958
84987;21;47;524959
84987;21;48;524960
84987;21;49;524961
84987;21;50;524962
84987;21;51;524963
84987;21;52;524964
84987;21;53;524965
84987;21;54;524966
84987;21;55;524967
84987;21;56;524968
84987;21;57;524969
84987;21;58;524970
84987;21;59;524971
84987;21;60;524972
84987;21;61;524973
84987;21;62;524974
84987;21;63;524975
84987;21;64;524976
84987;21;65;524977
84987;21;66;524978
84987;21;67;524979
84987;21;68;524980
84987;21;69;524981
84987;21;70;524982
84987;21;71;524983
84987;21;72;524984
84987;21;73;524985
84987;21;74;524986
84987;21;75;524987
84987;21;76;524988
84987;21;77;524989
84987;21;78;524990
84987;21;79;524991
84987;21;80;524992
84987;21;81;524993
84987;21;82;524994
84987;21;83;524995
84987;21;84;524996
84987;21;85;524997
84987;21;86;524998
84987;21;87;524999
84987;21;88;525000
84987;21;89;525001
84987;21;90;525002
84987;21;91;525003
84987;21;92;525004
84987;21;93;525005
84987;21;94;525006
84987;21;95;525007
84987;21;96;525008
84987;21;97;525009
84987;21;98;525010
84987;21;99;525011
84987;21;100;525012
84987;21;101;525013
84987;21;102;525014
84987;21;103;525015
84987;21;104;525016
84987;22;1;525017
84987;22;2;525018
84987;22;3;525019
84987;22;4;525020
84987;22;5;525021
84987;22;6;525022
84987;13;123;525023
84987;13;43;525024
84987;8;74;525025
84987;6;7;525026
84987;7;61;525027
84987;1;7;525028
84987;12;104;525029
84987;15;82;525030
84987;5;16;525031
84987;4;20;525032
84987;9;82;525033
84987;5;88;525034
84987;11;18;525035
84987;1;2;525036
84987;16;76;525037
84987;16;73;525038
84987;12;111;525039
84987;12;152;525040
84987;13;40;525041
84987;14;34;525042
84987;14;25;525043
84987;5;68;525044
84987;5;81;525045
84987;13;137;525046
84987;15;81;525047
84987;14;66;525048
84987;13;52;525049
84987;13;7;525050
84987;17;65;525051
84987;13;21;525052
84987;15;26;525053
84987;15;27;525054
84987;5;49;525055
84987;11;54;525056
84987;14;19;525057
84987;5;2;525058
84987;13;65;525059
84987;8;57;525060
84987;13;23;525061
84987;10;78;525062
84987;17;33;525063
84987;17;34;525064
84987;7;102;525065
84987;11;126;525066
84987;7;67;525067
84987;13;132;525068
84987;6;48;525069
84987;13;25;525070
84987;6;9;525071
84987;17;77;525072
84987;13;28;525073
84987;15;9;525074
84987;4;10;525075
84987;15;87;525076
84987;16;69;525077
84987;16;70;525078
84987;9;3;525079
84987;11;115;525080
84987;13;32;525081
84987;14;101;525082
84987;4;5;525083
84987;12;133;525084
84987;10;43;525085
84987;14;116;525086
84987;9;98;525087
84987;11;29;525088
84987;13;90;525089
84987;13;73;525090
84987;9;150;525091
84987;4;41;525092
84987;16;1;525093
84987;17;51;525094
84987;13;110;525095
84987;17;54;525096
84987;17;1;525097
84987;13;57;525098
84987;5;46;525099
84987;15;29;525100
84987;14;24;525101
84987;10;124;525102
84987;14;104;525103
84987;5;22;525104
84987;13;4;525105
84987;4;13;525106
84987;14;37;525107
84987;16;45;525108
84987;16;81;525109
84987;16;82;525110
84987;15;13;525111
84987;11;116;525112
84987;14;91;525113
84987;16;9;525114
84987;17;59;525115
84987;5;93;525116
84987;10;139;525117
84987;6;26;525118
84987;16;75;525119
84987;14;100;525120
84987;5;54;525121
84987;16;42;525122
84987;11;74;525123
84987;14;96;525124
84987;15;43;525125
84987;6;30;525126
84987;17;36;525127
84987;12;30;525128
84987;12;147;525129
84987;13;60;525130
84987;10;119;525131
84987;3;7;525132
84987;12;36;525133
84987;9;146;525134
84987;6;12;525135
84987;5;40;525136
84987;17;68;525137
84987;15;86;525138
84987;6;28;525139
84987;6;87;525140
84987;4;24;525141
84987;16;30;525142
84987;11;83;525143
84987;10;48;525144
84987;12;140;525145
84987;15;38;525146
84987;13;20;525147
84987;7;105;525148
84987;14;55;525149
84987;14;56;525150
84987;17;55;525151
84987;17;56;525152
84987;17;57;525153
84987;17;58;525154
84987;9;73;525155
84987;3;3;525156
84987;1;9;525157
84987;6;21;525158
84987;10;56;525159
84987;5;92;525160
84987;6;1;525161
84987;9;130;525162
84987;16;74;525163
84987;6;3;525164
84987;14;99;525165
84987;16;31;525166
84987;7;31;525167
84987;4;7;525168
84987;16;44;525169
84987;15;2;525170
84987;4;25;525171
84987;12;112;525172
84987;12;48;525173
84987;5;102;525174
84987;14;120;525175
84987;6;27;525176
84987;6;32;525177
84987;10;39;525178
84987;1;3;525179
84987;5;14;525180
84987;15;58;525181
84987;17;32;525182
84987;17;61;525183
84987;17;5;525184
84987;5;36;525185
84987;4;19;525186
84987;17;38;525187
84987;17;39;525188
84987;17;78;525189
84987;12;25;525190
84987;15;39;525191
84987;13;31;525192
84987;4;36;525193
84987;6;84;525194
84987;5;19;525195
84987;9;136;525196
84987;15;78;525197
84987;13;34;525198
84987;13;120;525199
84987;15;72;525200
84987;15;45;525201
84987;15;67;525202
84987;13;27;525203
84987;16;6;525204
84987;13;124;525205
84987;17;2;525206
84987;15;50;525207
84987;13;117;525208
84987;11;6;525209
84987;7;4;525210
84987;17;11;525211
84987;17;63;525212
84987;13;30;525213
84987;12;64;525214
84987;8;64;525215
84987;11;117;525216
84987;12;45;525217
84987;10;3;525218
84987;11;122;525219
84987;14;35;525220
84987;11;128;525221
84987;14;95;525222
84987;10;6;525223
84987;1;10;525224
84987;12;138;525225
84987;17;67;525226
84987;14;89;525227
84987;14;73;525228
84987;15;70;525229
84987;9;103;525230
84987;12;108;525231
84987;13;44;525232
84987;13;113;525233
84987;4;47;525234
84987;8;7;525235
84987;8;87;525236
84987;13;119;525237
84987;18;3;525238
84987;14;105;525239
84987;7;70;525240
84987;3;5;525241
84987;5;59;525242
84987;13;53;525243
84987;16;50;525244
84987;3;8;525245
84987;13;16;525246
84987;14;43;525247
84987;10;21;525248
84987;4;37;525249
84987;5;9;525250
84987;5;97;525251
84987;6;19;525252
84987;17;47;525253
84987;4;32;525254
84987;5;75;525255
84987;13;14;525256
84987;15;14;525257
84987;5;47;525258
84987;9;17;525259
84987;10;13;525260
84987;16;64;525261
84987;9;58;525262
84987;10;77;525263
84987;17;7;525264
84987;13;35;525265
84987;9;61;525266
84987;15;68;525267
84987;17;15;525268
84987;7;10;525269
84987;12;60;525270
84987;16;66;525271
84987;11;114;525272
84987;16;58;525273
84987;16;59;525274
84987;13;46;525275
84987;11;26;525276
84987;15;3;525277
84987;5;29;525278
84987;17;82;525279
84987;14;108;525280
84987;11;107;525281
84987;13;125;525282
84987;15;37;525283
84987;6;77;525284
84987;5;42;525285
84987;5;84;525286
84987;5;34;525287
84987;13;118;525288
84987;16;80;525289
84987;6;104;525290
84987;6;29;525291
84987;1;1;525292
84987;7;18;525293
84987;10;1;525294
84987;10;75;525295
84987;13;144;525296
84987;16;54;525297
84987;16;55;525298
84987;16;56;525299
84987;13;63;525300
84987;5;1;525301
84987;4;42;525302
84987;8;62;525303
84987;9;53;525304
84987;9;99;525305
84987;13;131;525306
84987;16;36;525307
84987;17;14;525308
84987;12;50;525309
84987;10;22;525310
84987;5;96;525311
84987;14;27;525312
84987;14;28;525313
84987;14;29;525314
84987;10;62;525315
84987;15;42;525316
84987;5;94;525317
84987;17;48;525318
84987;5;77;525319
84987;13;12;525320
84987;7;1;525321
84987;6;24;525322
84987;4;44;525323
84987;14;26;525324
84987;17;42;525325
84987;17;43;525326
84987;8;56;525327
84987;8;93;525328
84987;17;41;525329
84987;14;3;525330
84987;13;100;525331
84987;15;84;525332
84987;10;4;525333
84987;17;29;525334
84987;13;146;525335
84987;11;101;525336
84987;14;112;525337
84987;15;41;525338
84987;4;29;525339
84987;12;155;525340
84987;17;69;525341
84987;17;18;525342
84987;17;30;525343
84987;13;88;525344
84987;4;12;525345
84987;13;26;525346
84987;2;4;525347
84987;14;40;525348
84987;17;66;525349
84987;4;4;525350
84987;17;13;525351
84987;9;55;525352
84987;4;8;525353
84987;15;76;525354
84987;11;124;525355
84987;13;36;525356
84987;2;5;525357
84987;15;66;525358
84987;10;54;525359
84987;13;143;525360
84987;11;2;525361
84987;5;7;525362
84987;6;83;525363
84987;8;67;525364
84987;13;147;525365
84987;13;148;525366
84987;13;149;525367
84987;6;4;525368
84987;13;140;525369
84987;17;62;525370
84987;7;14;525371
84987;16;65;525372
84987;11;40;525373
84987;5;86;525374
84987;13;29;525375
84987;16;2;525376
84987;5;17;525377
84987;11;52;525378
84987;14;106;525379
84987;6;31;525380
84987;10;117;525381
84987;13;49;525382
84987;15;49;525383
84987;16;14;525384
84987;10;106;525385
84987;15;56;525386
84987;15;57;525387
84987;8;95;525388
84987;4;35;525389
84987;5;24;525390
84987;13;54;525391
84987;5;73;525392
84987;1;5;525393
84987;12;66;525394
84987;7;58;525395
84987;13;38;525396
84987;17;80;525397
84987;12;9;525398
84987;15;83;525399
84987;18;4;525400
84987;5;95;525401
84987;13;22;525402
84987;5;98;525403
84987;9;151;525404
84987;12;32;525405
84987;5;61;525406
84987;14;84;525407
